traffic_density,vehicle_count,honking_events,population_density,near_highway,near_construction,industrial_zone,hour,is_weekend,decibel_level
10,206,85,5175,1,0,0,15,1,73.39
5,307,8,18361,0,0,1,14,0,64.99
6,357,16,7648,1,0,0,10,0,66.65
5,56,101,8051,1,0,0,23,0,66.91
6,156,103,16990,0,1,1,6,1,72.58
8,527,57,3168,1,0,0,7,1,70.4
7,246,12,18048,0,0,0,10,1,71.79
5,339,49,15412,1,1,0,8,1,74.13
10,201,100,18041,1,1,1,6,1,92.78
6,105,5,2746,1,0,0,14,1,63.04
4,486,84,7153,1,1,0,14,1,75.09
9,72,50,11633,0,1,0,15,1,74.27
4,254,35,8149,0,0,1,2,1,66.35
1,452,70,17395,1,1,0,15,0,74.53
7,515,99,8941,0,0,0,14,0,76.09
7,119,24,1388,0,1,1,0,0,66.44
4,422,10,9715,1,1,0,13,0,69.5
3,415,43,9291,0,1,0,23,1,66.02
8,546,13,19906,0,1,0,21,0,82.15
5,434,108,19414,1,0,1,10,0,83.25
10,482,28,11575,1,1,0,2,0,86.83
7,560,73,15704,1,0,0,8,1,80.33
4,383,49,18948,1,0,1,5,0,79.0
4,149,111,10450,0,1,1,22,0,67.17
8,103,4,5913,1,1,0,15,0,71.4
8,290,71,7037,0,0,0,10,1,70.41
2,263,109,4069,0,1,0,17,0,57.59
2,407,68,1742,1,1,1,16,1,73.1
3,233,87,4829,0,0,0,16,1,57.3
3,185,103,10987,0,1,1,2,0,64.36
1,78,56,18809,0,0,0,18,1,55.77
3,523,25,3895,1,1,1,23,1,68.73
6,142,5,17324,0,1,1,22,0,69.01
8,432,15,19627,1,1,1,14,1,85.4
10,158,59,8539,1,1,0,9,0,78.97
6,248,99,8698,0,1,1,7,0,77.35
5,293,11,2086,0,1,1,16,0,64.77
4,458,74,17709,1,0,0,3,1,75.21
3,581,2,4324,1,0,1,7,0,66.45
4,137,62,18152,1,1,1,1,0,75.77
7,502,107,3936,1,1,0,22,0,80.26
1,414,63,8589,1,0,1,7,1,65.47
7,479,61,16557,0,0,0,6,0,77.03
1,97,100,1810,1,0,0,8,1,52.02
2,431,5,10319,0,1,0,17,1,65.83
4,94,18,15965,1,1,1,16,0,62.68
1,314,17,13957,0,1,0,0,1,59.83
9,40,79,977,1,0,1,11,0,75.31
6,190,86,9406,0,0,1,3,1,71.42
1,34,42,10368,0,1,1,16,0,57.44
1,230,100,19046,1,0,1,6,0,66.69
6,579,72,1008,0,1,0,23,1,71.28
4,105,2,7819,1,1,0,2,0,70.88
4,168,71,881,1,0,1,0,0,65.48
6,391,37,15787,0,1,1,18,1,71.46
7,499,67,2345,0,0,0,1,1,68.75
9,170,75,13062,1,0,0,5,1,74.89
10,160,43,10410,1,1,0,10,1,75.75
5,88,94,5129,1,1,1,22,1,72.47
9,279,88,6204,0,0,0,20,0,68.17
4,540,116,2276,0,1,0,3,0,74.38
10,390,79,16013,1,0,0,0,0,88.78
2,438,62,19168,0,1,1,10,1,70.26
3,120,41,15728,0,0,0,15,1,55.94
1,262,63,1744,0,0,0,5,0,53.28
6,531,53,1833,1,1,0,10,1,78.24
6,574,77,4169,1,1,1,7,0,80.66
1,114,76,18084,0,0,1,19,0,63.06
3,245,104,18678,0,0,0,0,1,70.43
5,537,70,16079,1,0,1,13,1,81.27
3,233,75,18338,0,0,1,20,1,63.49
10,86,36,2433,1,1,0,20,1,76.09
3,415,113,1246,1,1,1,1,1,73.0
10,31,3,9532,1,1,0,5,1,73.57
3,256,1,7327,1,0,1,8,0,65.09
5,418,98,16697,1,1,1,13,1,87.23
5,426,43,1292,1,0,0,21,0,66.87
4,499,66,7427,1,0,0,7,0,63.16
1,241,67,18151,0,1,0,2,0,63.6
5,175,101,10242,1,1,1,9,1,76.35
10,447,75,6869,0,0,1,17,0,86.88
5,177,82,15300,0,0,1,19,1,68.68
4,435,73,19574,0,1,1,8,1,76.62
6,345,61,8374,1,0,0,8,1,73.21
10,390,0,17176,0,1,0,18,1,79.49
4,363,16,7364,1,1,0,12,1,66.68
7,281,15,4522,1,0,0,0,0,62.85
7,302,8,18532,0,0,0,16,1,67.92
2,248,52,11508,0,0,1,3,0,54.59
3,299,72,12602,0,0,1,3,1,65.73
1,309,58,15842,0,0,0,15,1,59.65
8,66,118,11610,1,1,1,15,1,83.11
9,233,8,5671,0,1,1,14,0,69.8
4,43,11,10089,0,1,1,5,0,57.14
6,340,118,18577,0,1,0,4,0,84.16
9,293,40,7210,0,0,1,21,0,72.23
6,575,14,17921,0,1,0,9,1,79.26
9,332,65,5959,1,0,1,6,1,79.27
4,382,74,15437,1,0,1,6,0,77.29
8,399,10,10254,1,0,0,9,0,75.29
9,489,7,7548,0,0,0,9,0,69.5
4,135,54,9983,0,0,0,14,0,60.02
5,61,95,18045,1,1,0,5,1,74.9
8,398,5,17913,1,0,1,23,1,76.12
10,225,52,12949,1,0,0,1,1,79.46
6,485,19,15854,1,1,0,7,0,78.42
7,299,38,1478,0,1,1,19,0,67.62
3,137,98,9209,0,1,1,14,1,68.17
7,256,71,16260,0,0,1,20,0,73.58
8,328,113,11523,1,0,0,20,0,78.85
10,475,112,17021,1,0,0,17,0,88.88
6,494,106,11645,1,0,1,4,1,80.91
10,119,33,14991,0,1,1,3,0,78.23
9,280,56,19339,0,1,1,9,1,87.44
6,324,116,7892,1,1,0,18,0,75.17
9,373,119,11947,0,1,1,13,0,79.17
4,305,18,9087,1,1,0,22,1,68.68
8,347,70,10629,1,1,0,23,1,77.94
4,122,30,14407,1,0,1,12,1,63.85
2,82,81,5928,0,0,0,9,1,52.61
10,301,39,3089,1,1,0,21,0,79.34
9,460,13,3534,1,1,0,5,0,78.1
5,312,102,669,0,1,0,12,1,64.3
4,26,116,3739,1,1,0,20,1,64.59
2,111,99,3915,1,0,0,10,0,57.97
1,209,80,11908,0,0,1,21,0,59.13
7,495,36,3984,1,0,0,14,0,67.32
6,530,43,18725,1,1,1,1,1,88.73
2,481,8,15423,1,1,0,14,1,66.36
8,72,57,7344,0,1,1,18,0,68.95
4,505,19,19910,1,0,1,16,1,72.34
8,509,108,4465,1,0,1,19,0,82.31
7,383,91,7684,1,0,0,17,1,72.92
5,131,49,5880,0,1,0,5,1,61.46
10,428,19,18030,0,0,0,14,0,76.3
10,26,104,15785,0,0,0,16,0,70.45
8,216,35,611,1,1,0,23,1,63.85
9,386,116,16643,0,0,0,21,0,78.07
5,269,26,17476,1,1,1,8,1,73.79
10,259,71,7913,0,1,0,11,0,78.25
5,399,31,15226,0,1,0,21,0,77.39
2,490,0,18122,0,0,0,22,1,68.35
5,474,16,6483,0,0,1,4,0,66.28
3,385,8,19678,1,1,1,13,1,73.57
7,309,83,10821,0,0,1,23,1,66.89
10,422,44,11561,1,1,1,7,1,87.16
5,77,95,4098,1,0,0,21,1,60.6
8,540,65,2026,1,1,0,16,0,77.85
1,323,31,8409,0,1,1,8,1,56.32
3,134,44,2469,0,0,1,2,1,57.22
3,229,8,9643,1,1,0,6,1,66.33
9,60,29,18386,0,1,1,11,0,74.1
5,192,83,12028,1,1,1,2,1,78.57
9,253,37,8801,0,1,1,8,1,76.49
9,422,59,2854,0,1,1,13,0,79.41
1,58,0,5819,1,0,0,22,1,53.39
2,138,4,725,0,0,1,22,1,51.42
5,354,62,15020,1,1,0,22,0,74.23
4,355,98,3511,1,0,1,17,1,72.9
10,558,35,4626,0,1,1,10,1,84.54
9,93,64,1113,0,1,0,3,0,69.98
7,210,77,14582,0,1,0,7,0,69.35
6,343,72,16982,1,1,1,17,0,78.55
7,166,93,5958,0,1,1,12,1,76.49
1,303,23,9502,0,0,1,3,1,55.05
1,232,3,3199,0,0,0,9,0,49.15
8,413,113,8017,0,0,1,7,1,80.54
2,358,77,1519,1,0,1,11,0,68.67
10,41,88,19909,0,0,0,18,1,76.9
9,124,67,16403,1,0,1,11,0,78.47
7,485,24,14198,0,1,1,21,0,78.14
6,478,73,16650,0,0,1,1,0,77.65
1,451,98,6078,0,1,0,23,1,63.48
1,240,118,7229,1,1,1,7,0,66.17
2,398,6,7461,1,0,1,12,0,56.03
6,241,105,11671,0,0,1,0,1,68.7
6,277,12,14447,1,1,1,2,0,76.72
2,386,67,17680,1,1,0,1,1,72.88
1,368,113,2457,0,1,1,22,0,68.36
10,244,42,19950,0,1,1,22,0,87.16
5,255,56,13800,0,1,1,19,0,70.42
5,202,35,19564,0,0,1,7,0,70.08
2,463,119,4941,0,0,0,2,0,53.69
6,25,13,13511,0,1,1,20,0,70.58
9,255,81,19832,1,1,1,14,0,87.58
2,146,71,1601,0,1,0,1,1,55.83
10,123,95,9729,0,1,1,16,0,79.16
2,499,26,14115,0,1,0,23,1,69.42
3,174,105,15232,0,1,1,5,1,68.3
7,276,36,12866,1,1,0,0,1,79.22
6,254,86,10470,1,1,0,3,1,76.71
8,519,70,13492,1,0,1,18,1,84.99
8,308,75,1481,0,1,0,6,1,70.33
6,529,24,16630,0,1,0,22,0,74.57
10,571,66,19315,1,0,1,21,0,91.88
3,588,89,9066,1,1,1,13,0,77.6
3,317,3,6849,0,1,1,13,0,64.17
1,156,105,11228,0,1,1,9,0,59.58
7,395,99,8048,0,1,1,23,1,78.09
5,106,78,18875,0,0,1,6,1,73.01
4,438,95,19812,0,1,1,15,1,77.1
10,218,92,3946,1,1,1,3,0,84.25
4,482,73,13320,0,1,1,6,0,67.98
4,456,84,19453,1,0,0,14,0,71.3
6,329,117,3372,0,1,0,16,0,69.72
8,300,15,9868,1,1,0,2,1,76.46
8,342,110,1835,1,0,0,15,1,74.38
5,171,18,5913,1,0,0,1,0,68.85
6,321,28,16996,0,0,0,6,1,66.57
4,297,115,13923,0,0,0,15,0,66.9
9,27,50,5794,0,1,1,20,0,68.79
8,254,17,10537,1,0,0,8,0,74.41
10,580,57,2487,1,0,0,11,1,77.24
10,321,43,5329,0,0,0,23,1,69.14
1,57,15,18869,1,1,0,0,1,59.62
2,155,64,11934,1,0,0,13,0,63.74
9,440,111,15048,1,1,1,10,0,92.25
8,238,1,17136,1,1,0,17,0,79.23
3,367,55,9928,0,0,0,21,1,60.47
8,565,78,17507,1,1,1,4,0,95.58
1,98,102,3656,0,0,0,14,0,50.42
10,292,27,11828,1,0,1,6,1,87.0
4,180,64,3889,1,1,1,13,0,72.55
3,327,4,9958,0,1,1,19,1,60.29
6,393,105,3445,1,1,0,7,1,77.75
7,28,21,9852,0,1,0,3,0,68.34
4,463,116,10986,0,0,1,2,0,70.33
7,132,99,9132,0,1,0,11,0,71.39
9,224,109,2592,0,1,0,17,0,68.79
2,424,12,19589,0,1,1,23,1,66.89
3,216,64,4259,0,1,1,14,1,61.89
5,134,15,5612,0,0,0,10,1,52.17
3,140,118,17437,1,0,1,23,1,71.58
8,84,104,5404,0,1,1,10,1,74.53
10,295,85,13758,1,1,0,11,1,83.28
8,258,63,1612,1,0,0,18,1,66.09
8,321,31,3277,1,0,1,16,0,68.87
9,411,79,16087,0,0,0,5,0,81.85
4,541,50,10525,0,0,0,20,0,61.36
5,388,78,1814,1,1,0,7,0,72.45
5,252,57,14062,0,1,0,14,0,72.84
8,214,45,11804,1,0,0,21,0,70.5
7,31,51,7515,1,0,0,19,1,63.4
9,196,105,12617,1,1,1,9,0,86.01
8,236,116,6210,0,1,1,14,0,77.35
2,30,62,13088,1,0,1,11,1,60.75
10,465,75,18106,0,1,1,10,1,88.21
4,183,59,15936,1,0,1,17,0,70.85
6,570,64,15696,0,1,0,23,1,77.24
2,72,116,18589,1,1,0,4,0,68.42
7,237,80,17401,0,0,1,11,1,80.27
3,379,104,18104,1,1,0,23,0,79.87
3,404,54,3006,0,0,1,4,0,64.56
2,75,114,12572,0,1,0,21,0,60.46
8,137,56,16636,0,0,1,9,1,67.7
6,272,113,14843,1,0,0,13,1,82.94
1,199,91,5979,1,0,1,15,0,59.67
1,434,70,10934,1,1,0,4,1,69.57
7,254,72,3590,0,0,1,10,1,69.83
8,99,85,6997,0,0,0,18,0,63.99
5,41,25,15191,1,1,0,7,0,71.37
5,496,116,7493,1,1,1,18,1,81.49
4,459,11,1473,0,0,1,19,1,60.68
6,589,70,8757,1,0,1,21,0,77.92
6,112,45,6592,0,1,1,17,1,63.8
3,211,46,3406,0,1,1,22,1,55.63
9,122,78,1070,0,1,1,20,1,80.32
7,415,37,12584,1,0,1,11,0,82.81
1,26,20,807,0,1,1,12,1,51.23
7,586,13,4242,1,0,0,20,1,78.17
5,250,1,9474,0,0,0,20,0,64.07
5,593,71,1265,1,0,0,17,1,72.83
2,259,108,9464,1,1,0,14,0,67.28
4,109,118,8235,0,1,1,14,0,70.42
6,251,69,16702,0,1,0,11,0,75.55
10,476,100,14931,0,0,0,8,0,84.36
7,252,100,11877,0,0,1,18,0,71.97
5,373,32,13774,1,1,0,11,0,76.08
9,352,104,14797,1,1,1,22,1,90.46
3,458,5,8536,1,0,0,4,0,63.54
1,394,115,8096,1,0,0,20,1,65.79
4,311,89,17423,1,0,1,19,0,79.14
9,364,102,2549,0,0,1,9,0,79.23
4,447,104,5175,0,1,0,21,1,70.23
2,149,36,2163,1,0,0,6,0,54.36
10,160,13,6976,0,0,0,22,0,69.9
5,434,36,12528,0,1,1,10,0,71.13
3,112,7,15577,0,1,1,7,0,62.25
9,303,102,7643,0,1,1,20,1,83.81
4,242,76,2410,0,1,1,6,0,70.46
6,482,12,1232,0,0,1,15,0,69.28
2,564,39,5109,1,0,1,15,0,67.54
6,295,106,11634,0,0,0,13,1,62.45
3,159,91,4956,0,0,1,14,0,61.56
9,376,57,15012,1,0,1,19,0,85.45
2,42,17,3835,1,1,0,8,1,58.26
9,289,56,16045,1,1,0,15,0,79.3
5,352,82,13314,0,0,1,15,1,69.81
8,104,37,7556,1,1,1,4,1,81.3
2,50,31,3253,0,0,1,2,1,48.1
6,259,85,1872,1,0,1,20,1,72.1
3,382,65,14734,0,0,0,12,1,62.29
10,408,76,10136,0,0,0,7,0,78.55
5,318,86,3876,1,0,0,16,0,67.0
8,390,24,8981,0,1,1,4,1,80.11
10,118,91,10757,0,1,0,5,0,76.41
1,66,57,16947,0,0,1,1,0,60.63
5,441,74,17213,0,0,0,21,1,77.46
3,499,32,5358,1,1,1,13,1,75.22
4,598,87,18847,1,0,1,3,0,83.46
2,81,65,19972,1,0,0,2,0,67.33
9,128,29,17024,0,0,0,8,1,72.21
3,568,80,14119,1,1,1,17,0,78.6
2,138,103,5039,1,0,0,11,1,56.89
10,401,33,19357,0,0,1,8,1,84.42
9,411,101,6094,1,1,1,17,1,84.44
7,71,85,4403,1,0,0,12,0,64.7
6,308,68,5864,1,0,0,13,1,68.92
1,356,47,949,0,1,1,9,1,53.77
5,223,39,5306,1,1,1,2,1,69.1
3,257,50,1369,1,0,1,6,1,60.12
1,401,79,6579,1,1,1,17,1,76.65
4,155,12,7807,0,0,1,15,0,60.86
2,426,89,4159,0,0,1,16,0,60.79
2,527,30,4102,1,1,0,5,0,64.79
3,381,115,9084,1,0,0,11,1,61.6
8,400,38,19332,1,1,0,18,0,80.17
8,595,62,14885,0,1,1,2,1,80.46
7,273,47,11483,0,1,1,2,0,71.62
6,496,86,19837,1,0,0,17,0,81.11
9,133,47,5631,1,1,0,10,1,74.26
4,39,60,1858,0,0,0,5,0,50.03
1,547,11,17271,0,1,1,18,0,68.97
8,164,77,14103,1,1,1,4,0,77.88
7,227,55,16746,0,0,1,12,1,74.0
7,550,17,17716,1,0,0,4,0,82.0
3,395,26,8941,1,1,0,2,1,70.15
4,523,27,10719,0,0,0,18,1,68.45
10,185,81,10220,1,0,1,16,1,76.31
9,569,79,18722,1,1,0,21,0,91.81
6,200,51,10052,1,1,0,2,0,69.72
5,463,15,11801,1,0,1,14,1,70.46
3,351,76,10015,1,1,1,16,1,69.58
9,522,57,1391,1,1,0,12,0,88.42
5,98,92,18189,1,1,1,13,0,80.39
5,415,8,15585,0,0,0,15,0,71.36
4,122,25,4692,0,0,1,10,0,58.09
4,421,27,16628,1,0,1,16,1,71.6
1,243,104,19224,0,1,1,4,0,70.69
7,537,76,18677,1,0,1,20,1,92.91
9,255,35,10862,1,1,1,14,1,83.86
3,446,8,17208,0,1,1,17,0,70.59
2,135,46,9677,1,1,0,15,0,63.65
3,182,77,7144,1,1,0,13,0,69.41
1,245,50,5282,0,0,0,13,0,51.99
6,249,75,10552,0,1,1,12,0,72.66
7,201,116,4398,0,1,1,0,0,70.99
2,268,56,17719,0,0,0,5,0,62.08
8,337,31,4654,0,1,0,22,1,66.81
6,229,101,3278,0,0,0,10,1,62.11
4,411,66,14309,1,0,1,10,0,74.29
5,115,56,6909,0,0,0,15,1,55.37
8,105,53,13023,0,1,0,23,1,71.19
3,434,115,4813,1,0,0,2,0,70.7
3,413,15,8108,1,1,0,16,1,72.42
4,520,61,14217,0,0,1,21,0,70.85
1,152,83,12364,1,0,0,13,0,59.01
9,333,95,11714,1,0,0,1,1,79.48
8,240,55,13376,1,0,1,8,0,80.12
8,457,22,18555,1,1,1,7,0,85.65
10,65,16,1416,1,1,1,10,0,72.93
6,211,79,9825,1,0,1,6,1,73.9
7,539,37,18720,1,0,1,21,1,85.55
6,398,71,19022,0,0,0,1,0,73.62
9,353,82,4507,1,1,0,3,0,80.79
3,58,29,18789,0,0,0,22,1,56.55
3,312,57,3985,1,0,1,13,1,65.14
3,181,97,19616,1,1,0,12,0,66.13
10,350,77,11461,0,0,1,21,1,84.23
3,123,21,18205,1,0,1,12,0,67.1
9,180,107,12408,1,0,0,12,1,84.47
4,73,16,3854,0,0,1,4,1,59.05
7,53,14,14009,1,1,0,11,1,69.32
9,261,113,7601,1,1,1,5,1,83.58
7,132,47,5243,0,1,0,21,0,62.3
9,337,31,9451,0,0,1,13,0,72.01
3,42,76,7514,1,0,1,7,1,57.71
4,577,84,3912,0,1,1,23,0,69.93
8,137,112,18241,1,0,0,21,0,75.36
6,231,39,9640,1,0,1,7,1,74.03
5,437,96,10771,0,1,0,6,1,68.06
4,132,56,18650,0,1,1,16,0,76.44
8,63,57,8719,0,0,0,20,1,63.5
1,147,90,7663,0,1,1,10,0,64.31
9,177,98,2970,1,0,0,9,1,70.03
1,413,15,11230,0,1,1,12,0,65.96
8,531,27,17043,0,1,1,9,1,79.09
4,64,97,19776,1,0,1,20,1,67.6
9,127,110,4613,1,0,0,13,0,76.63
5,238,0,13914,1,1,1,8,1,73.35
3,462,40,8249,1,0,1,6,0,68.77
9,334,47,12414,1,0,1,6,0,78.23
9,196,30,15507,1,0,0,17,1,73.56
4,247,35,12423,1,1,1,15,1,68.11
4,286,107,13542,1,0,0,7,1,69.27
8,398,32,18454,1,0,0,15,1,80.56
2,508,32,13681,0,1,1,18,0,69.84
9,309,102,12630,0,1,1,14,0,82.86
6,376,81,3905,1,1,0,14,1,68.36
9,223,22,11362,0,1,0,5,0,73.83
8,232,59,15749,1,0,1,8,1,78.51
7,571,86,13439,1,0,0,14,0,79.08
1,342,78,14467,1,1,0,6,1,65.27
3,200,89,6348,1,1,1,7,1,71.62
2,518,29,7317,0,0,1,17,0,56.09
5,339,88,18511,0,0,0,20,1,66.74
5,102,44,6643,1,1,0,15,0,67.0
5,322,79,15009,0,0,1,14,1,69.35
4,281,38,10558,0,0,0,2,0,61.93
5,219,111,8896,1,1,0,0,0,73.67
3,259,44,12271,1,1,1,12,0,69.48
1,314,77,5772,0,1,0,21,0,53.94
5,531,80,11866,0,1,0,11,1,76.81
9,415,11,15924,1,0,0,8,1,79.29
9,157,92,13928,1,1,0,1,1,77.76
4,148,31,16524,0,0,1,8,0,57.47
3,68,55,4247,1,0,0,7,1,58.23
1,312,23,9797,1,0,0,4,1,57.38
2,555,115,2107,1,1,1,12,1,70.47
8,330,12,16950,0,0,0,1,1,75.21
1,556,119,16035,0,1,0,9,0,65.46
8,253,19,8145,1,1,1,5,1,77.33
7,228,78,9970,0,1,0,6,1,73.62
8,113,55,4658,1,0,0,2,0,69.8
6,346,52,9505,0,1,0,13,1,66.36
9,244,67,17286,0,1,0,15,0,82.82
3,30,53,8425,0,0,0,5,1,57.72
10,348,33,14140,1,1,0,21,0,87.75
4,31,27,4666,1,0,0,7,0,54.7
6,54,49,19809,1,0,1,0,1,72.76
8,466,1,15576,0,1,1,19,1,83.93
5,471,110,19877,1,1,1,14,1,88.19
3,239,93,9778,1,1,0,16,1,67.4
6,460,25,1271,1,1,1,23,1,74.45
4,554,50,11940,1,0,1,17,1,70.98
9,248,46,8667,0,1,1,23,0,80.04
3,363,25,2056,1,1,1,2,0,67.23
4,99,83,11650,1,0,0,23,0,70.18
7,372,105,1651,0,1,0,5,0,66.04
7,415,91,18101,1,1,0,16,1,81.99
4,309,119,13034,0,1,1,22,0,73.49
6,474,83,8539,0,1,0,12,0,80.68
3,147,74,18926,0,1,1,22,0,69.34
6,562,73,15159,1,0,0,21,1,77.19
2,378,60,6803,0,1,0,16,1,62.01
8,546,22,19553,0,0,1,20,1,78.77
2,332,36,18997,0,0,1,15,0,67.78
7,94,40,3477,1,0,0,16,1,67.2
9,565,51,13041,0,0,0,0,0,83.2
1,215,82,922,0,1,0,15,0,49.93
8,48,108,12485,0,1,1,5,0,70.19
7,35,81,16974,1,0,1,7,1,74.54
6,442,48,3872,0,1,1,0,1,74.62
6,424,26,16583,0,1,1,1,1,80.15
6,550,5,2442,1,0,0,14,0,70.19
9,96,73,10450,1,1,1,4,1,83.24
2,248,65,16782,1,0,1,23,1,73.15
1,316,23,16981,0,0,1,19,1,58.6
6,529,37,1979,0,1,0,14,0,73.82
10,592,27,5126,0,1,0,20,0,84.25
8,557,27,11277,0,1,1,9,0,79.47
3,345,116,5647,1,0,1,4,0,66.68
10,382,108,5943,0,0,0,2,1,78.29
1,378,113,579,1,1,0,5,1,70.47
9,343,102,6077,0,0,1,20,0,73.47
1,345,65,13401,0,1,0,14,1,68.61
3,184,60,2723,0,1,1,17,0,58.16
8,592,45,3069,1,1,0,13,1,79.96
3,474,68,10464,1,1,1,9,1,72.72
4,172,113,14268,1,0,1,3,1,73.52
8,146,74,18007,1,1,1,10,0,84.03
1,212,73,16749,0,0,1,19,1,61.41
6,549,42,3123,0,0,0,6,1,64.76
1,29,58,1903,0,0,0,14,1,45.15
1,111,1,19462,0,0,1,22,1,56.8
8,158,14,17215,0,0,0,8,0,67.68
4,500,102,7985,1,0,1,14,0,74.96
1,468,104,12300,1,1,0,11,0,67.22
10,352,36,17623,0,0,1,17,1,74.2
7,359,70,13298,0,1,0,5,1,76.37
5,71,19,5480,0,0,0,17,1,56.25
5,485,97,4378,0,1,0,17,0,71.44
1,494,34,2449,1,1,0,21,0,65.39
10,420,33,19012,0,0,1,23,1,81.2
6,458,116,19038,0,1,1,5,0,82.42
9,528,85,18121,0,1,0,14,0,84.44
9,172,30,10458,0,0,0,18,1,62.74
8,533,86,9197,1,0,0,4,0,82.28
5,522,18,15993,0,0,0,3,1,71.69
1,25,67,10533,1,0,1,16,0,61.91
9,519,23,10086,1,0,0,20,0,78.64
1,137,83,756,0,0,0,9,0,47.12
8,504,38,2220,0,0,0,11,0,67.68
5,487,91,13741,0,0,0,4,1,69.61
3,180,53,16734,0,1,0,6,1,58.61
7,289,38,7576,0,0,0,11,0,66.36
7,75,16,1571,1,1,0,22,1,68.62
9,247,18,2122,1,0,0,1,0,70.55
7,168,117,2566,1,0,1,19,1,72.56
3,65,47,9142,1,0,0,16,0,57.34
1,163,34,1397,1,0,0,12,1,54.94
8,359,31,8773,0,1,0,4,0,72.85
3,432,46,6281,0,1,0,4,0,60.42
8,539,109,14122,1,0,1,19,1,91.26
8,363,46,13784,0,1,0,11,0,78.39
5,406,63,10899,0,0,1,11,0,74.68
1,492,45,10383,1,1,1,6,0,74.77
10,294,102,9871,1,0,1,5,0,82.05
7,372,34,19819,1,1,1,9,1,84.19
10,85,93,11207,0,1,0,18,1,78.99
5,98,16,8588,1,1,1,15,0,65.53
8,221,41,13640,1,0,1,1,0,82.26
9,577,110,17345,0,1,0,3,1,88.69
7,132,28,11593,0,0,1,8,1,69.32
7,110,69,17000,1,1,1,4,0,81.12
1,160,16,6285,0,0,1,0,0,52.3
4,308,80,7007,1,0,1,10,1,68.79
2,430,13,6330,0,0,0,18,0,55.98
2,396,23,5061,1,1,1,22,1,59.59
2,403,56,15019,0,1,0,2,1,68.06
4,171,49,1159,0,0,0,0,1,60.99
1,338,56,19006,0,0,0,3,0,58.58
4,388,100,12035,1,0,1,8,1,70.37
2,579,60,14502,1,1,1,15,1,82.54
5,481,103,18470,1,1,0,6,0,84.14
3,31,38,5182,0,1,0,4,1,57.82
8,175,54,16202,0,1,0,12,1,75.81
4,496,95,11439,0,1,0,10,1,69.61
1,420,35,9326,1,0,0,13,1,64.54
1,196,113,19766,0,0,0,21,1,59.97
10,360,36,5749,1,0,1,16,1,77.4
3,76,111,19695,1,0,1,22,0,72.83
9,467,13,13145,1,1,1,11,0,87.08
7,222,26,18768,1,1,0,20,0,79.36
2,221,82,10210,1,0,1,22,1,66.76
9,349,30,9313,0,1,0,20,1,77.63
10,382,109,13269,0,0,0,20,1,83.61
2,473,72,14661,0,1,1,18,0,72.03
3,375,101,10229,0,1,0,4,0,72.0
10,235,80,16180,0,0,1,23,1,83.19
2,574,82,16647,0,0,1,7,0,73.12
3,42,43,10762,1,0,1,1,0,60.65
6,174,67,2865,0,1,0,16,1,67.2
9,205,47,13695,1,1,0,1,0,81.58
9,268,56,11537,1,1,0,22,0,76.9
7,153,74,11730,1,0,1,2,0,71.07
3,340,21,17738,1,0,0,23,0,64.07
4,409,3,16052,1,0,1,19,1,68.78
6,453,80,3228,0,1,0,23,1,67.39
5,41,71,17799,0,1,1,17,0,72.78
2,144,45,15977,0,0,1,14,0,60.36
6,98,58,5438,1,0,0,4,0,67.23
3,70,33,631,0,0,0,21,0,46.01
8,195,10,793,0,1,1,16,1,63.17
2,272,30,15227,1,1,1,13,1,67.96
1,265,10,10988,1,0,0,0,0,60.37
9,125,119,7346,0,0,1,13,0,75.37
3,212,117,8084,1,0,0,8,0,64.45
1,335,55,17170,1,1,0,4,0,70.0
7,321,37,9141,1,1,1,3,1,77.32
10,567,116,11932,0,1,0,0,0,84.93
5,287,20,11395,1,0,1,2,0,71.63
5,189,109,5803,1,0,0,19,1,69.12
1,570,93,8944,1,0,1,10,0,75.89
9,474,9,10111,1,0,0,15,1,74.99
7,311,25,11028,1,0,0,10,1,68.61
8,583,90,18119,0,0,1,20,0,82.73
9,160,7,1499,0,0,0,9,1,64.14
6,165,102,4260,1,0,1,11,0,76.55
5,444,7,4616,1,0,1,4,0,69.96
6,333,59,4911,0,0,1,9,1,64.48
2,203,71,10862,0,0,1,23,1,56.62
4,147,118,11613,1,1,1,12,1,72.9
3,306,33,4183,1,0,0,18,0,61.55
7,272,15,19145,0,0,0,6,0,71.9
9,405,104,15482,1,1,0,15,0,88.7
5,249,12,2353,1,0,0,5,0,59.6
6,290,86,13579,0,1,0,9,0,68.97
10,434,75,7395,0,1,0,9,1,82.09
2,217,90,19874,0,0,0,10,1,61.12
3,342,21,13435,0,0,1,21,1,62.2
3,75,95,13052,1,1,1,9,0,67.73
9,222,112,16553,1,0,1,13,0,79.65
7,157,26,1362,1,0,0,14,0,69.06
8,441,63,5027,1,0,1,6,0,76.51
10,76,1,12747,0,1,0,12,0,66.05
9,581,108,18103,0,1,0,10,1,88.56
6,90,96,4295,1,0,0,6,0,65.3
4,391,25,13296,1,0,1,10,1,66.1
1,533,91,13234,1,1,1,13,0,79.25
8,103,82,1027,0,1,1,16,1,71.66
7,62,106,3422,0,0,0,15,0,64.78
2,152,68,6349,0,0,0,0,0,54.42
8,414,96,18046,1,0,0,8,1,79.19
5,84,83,13456,1,1,0,8,0,71.37
7,309,29,17730,1,1,1,9,0,81.05
